iata,first_year,last_year,annual_mvts,peak_hour_mvts,annual_growth,peak_growth,absorption,peak_hour_share,state,note
SWQ,2015,2019,1889,2.5,0.233,0.2679,1.15,0.001349,not_assessed,"below the screen floor, peak too small to read a trend"
SWT,2018,2018,1074,2.0,nan,nan,nan,0.001862,too_short,"one observed year, no trend to read"
SXB,2015,2019,16526,10.6,-0.1538,0.115,-0.748,0.000671,not_assessed,"below the screen floor, peak too small to read a trend"
SXF,2015,2019,71730,21.9,0.2541,0.1843,0.725,0.0003,headroom,peak growing broadly in step with annual traffic
SXK,2015,2019,1360,2.6,-0.2255,-0.1295,0.574,0.00194,not_assessed,"below the screen floor, peak too small to read a trend"
SXM,2015,2019,59829,19.8,0.155,0.0904,0.583,0.000708,headroom,peak growing broadly in step with annual traffic
SXP,2015,2019,666,1.0,-0.7176,-0.6643,0.926,0.001535,not_assessed,"below the screen floor, peak too small to read a trend"
SXR,2015,2019,19755,8.8,0.326,-0.1733,-0.532,0.00045,not_assessed,"below the screen floor, peak too small to read a trend"
SXV,2019,2019,740,1.8,nan,nan,nan,0.002439,too_short,"one observed year, no trend to read"
SXZ,2016,2016,1472,2.0,nan,nan,nan,0.00145,too_short,"one observed year, no trend to read"
SYD,2015,2019,315644,71.8,0.0468,-0.0416,-0.89,0.000261,tightening,"growth going into the shoulder hours, not the peak"
SYJ,2018,2019,731,1.0,0.0014,0.0,nan,0.001368,not_assessed,"below the screen floor, peak too small to read a trend"
SYM,2015,2019,6565,5.3,0.7281,1.5687,2.155,0.000829,not_assessed,"below the screen floor, peak too small to read a trend"
SYO,2015,2019,3226,2.3,0.1048,-0.0333,-0.318,0.000904,not_assessed,"below the screen floor, peak too small to read a trend"
SYQ,2016,2017,1820,2.2,1.3454,1.2207,0.907,0.001214,not_assessed,"below the screen floor, peak too small to read a trend"
SYR,2015,2019,35559,10.6,-0.0014,-0.221,nan,0.00038,headroom,"traffic broadly flat, nothing to read into the peak"
SYX,2015,2019,122902,21.0,0.156,-0.1247,-0.799,0.00021,tightening,"growth going into the shoulder hours, not the peak"
SYY,2015,2019,5625,4.0,-0.1208,-0.3333,2.759,0.000751,not_assessed,"below the screen floor, peak too small to read a trend"
SYZ,2015,2019,25129,7.1,0.3139,-0.0175,-0.056,0.000387,tightening,"growth going into the shoulder hours, not the peak"
SZA,2017,2018,1756,2.0,0.1785,-0.2004,-1.122,0.001609,not_assessed,"below the screen floor, peak too small to read a trend"
SZB,2015,2019,54214,16.0,-0.1689,-0.131,0.775,0.000295,headroom,"traffic broadly flat, nothing to read into the peak"
SZE,2015,2018,1056,2.1,0.6296,0.0261,0.041,0.00195,not_assessed,"below the screen floor, peak too small to read a trend"
SZF,2015,2019,9302,4.0,-0.1547,-0.2292,1.482,0.000453,not_assessed,"below the screen floor, peak too small to read a trend"
SZG,2015,2019,14601,14.0,-0.1599,0.1116,-0.698,0.001075,not_assessed,"below the screen floor, peak too small to read a trend"
SZK,2015,2018,4635,3.4,0.3153,-0.4513,-1.431,0.001354,not_assessed,"below the screen floor, peak too small to read a trend"
SZX,2015,2019,352854,61.0,0.2576,0.2363,0.917,0.00018,headroom,peak growing broadly in step with annual traffic
SZZ,2015,2019,4673,4.0,0.3793,0.3333,0.879,0.00122,not_assessed,"below the screen floor, peak too small to read a trend"
TAB,2015,2019,17041,6.2,0.0362,0.3814,10.541,0.000537,not_assessed,"below the screen floor, peak too small to read a trend"
TAC,2015,2019,10652,8.3,0.0422,1.0089,23.925,0.000676,not_assessed,"below the screen floor, peak too small to read a trend"
TAE,2015,2019,29342,7.0,1.5019,0.3915,0.261,0.000267,tightening,"growth going into the shoulder hours, not the peak"
TAG,2015,2019,11568,6.9,0.8435,1.3073,1.55,0.000464,not_assessed,"below the screen floor, peak too small to read a trend"
TAH,2015,2019,2132,3.0,0.1518,0.0909,0.599,0.001787,not_assessed,"below the screen floor, peak too small to read a trend"
TAK,2015,2019,14261,5.9,0.0776,-0.0253,-0.326,0.000473,not_assessed,"below the screen floor, peak too small to read a trend"
TAL,2015,2019,1776,2.0,-0.3918,-0.5,1.276,0.001126,not_assessed,"below the screen floor, peak too small to read a trend"
TAM,2015,2019,9418,4.0,-0.1196,-0.0943,0.788,0.000661,not_assessed,"below the screen floor, peak too small to read a trend"
TAO,2015,2019,185197,33.5,0.2631,0.135,0.513,0.000184,headroom,peak growing broadly in step with annual traffic
TAP,2015,2019,3706,2.1,0.2976,-0.0278,-0.093,0.000911,not_assessed,"below the screen floor, peak too small to read a trend"
TAS,2015,2019,29064,9.0,0.2061,0.5061,2.455,0.000313,headroom,peak growing broadly in step with annual traffic
TAY,2015,2018,634,1.4,-0.0155,-0.3227,nan,0.002098,not_assessed,"below the screen floor, peak too small to read a trend"
TAZ,2016,2019,3909,2.0,0.1918,0.0,0.0,0.000564,not_assessed,"below the screen floor, peak too small to read a trend"
TBB,2015,2019,2691,2.7,1.1056,1.3145,1.189,0.000953,not_assessed,"below the screen floor, peak too small to read a trend"
TBG,2015,2019,1458,4.0,-0.0514,1.0,-19.456,0.002745,not_assessed,"below the screen floor, peak too small to read a trend"
TBI,2015,2019,2778,2.0,0.3006,-0.5,-1.664,0.001158,not_assessed,"below the screen floor, peak too small to read a trend"
TBN,2015,2019,1446,1.1,-0.5218,-0.4777,0.915,0.000873,not_assessed,"below the screen floor, peak too small to read a trend"
TBO,2015,2015,494,2.0,nan,nan,nan,0.004534,too_short,"one observed year, no trend to read"
TBP,2015,2019,1844,2.0,0.3659,0.094,0.257,0.00125,not_assessed,"below the screen floor, peak too small to read a trend"
TBS,2015,2019,30887,9.1,0.6864,0.1048,0.153,0.000358,tightening,"growth going into the shoulder hours, not the peak"
TBT,2015,2019,724,1.0,-0.019,-0.4861,nan,0.00142,not_assessed,"below the screen floor, peak too small to read a trend"
TBW,2015,2018,1015,2.0,0.1998,1.0,5.006,0.00197,not_assessed,"below the screen floor, peak too small to read a trend"
TBZ,2015,2019,6841,4.3,-0.3054,0.3062,-1.003,0.000724,not_assessed,"below the screen floor, peak too small to read a trend"
TCB,2015,2018,1080,2.0,-0.0426,-0.0286,0.671,0.001978,not_assessed,"below the screen floor, peak too small to read a trend"
TCG,2015,2019,5644,4.1,2.7879,1.7085,0.613,0.000723,not_assessed,"below the screen floor, peak too small to read a trend"
TCO,2015,2019,3047,4.0,0.2072,0.872,4.208,0.00128,not_assessed,"below the screen floor, peak too small to read a trend"
TCQ,2015,2019,3768,2.8,0.2034,-0.0713,-0.35,0.000818,not_assessed,"below the screen floor, peak too small to read a trend"
TCR,2015,2019,3666,3.0,1.5636,0.4474,0.286,0.000802,not_assessed,"below the screen floor, peak too small to read a trend"
TCZ,2015,2019,11806,6.9,0.6325,0.7042,1.113,0.000574,not_assessed,"below the screen floor, peak too small to read a trend"
TDD,2015,2019,8923,5.0,1.3445,0.9379,0.698,0.000798,not_assessed,"below the screen floor, peak too small to read a trend"
TDK,2018,2019,1410,2.0,0.9368,1.0,1.067,0.001405,not_assessed,"below the screen floor, peak too small to read a trend"
TDX,2015,2019,2243,2.0,0.1491,-0.0359,-0.241,0.000892,not_assessed,"below the screen floor, peak too small to read a trend"
TEE,2018,2018,645,1.3,nan,nan,nan,0.002067,too_short,"one observed year, no trend to read"
TEN,2015,2019,8622,6.3,0.3769,0.5713,1.516,0.000664,not_assessed,"below the screen floor, peak too small to read a trend"
TEQ,2015,2018,662,2.0,-0.3491,0.0214,-0.061,0.003088,not_assessed,"below the screen floor, peak too small to read a trend"
TER,2015,2019,11572,5.2,0.3014,0.267,0.886,0.000653,not_assessed,"below the screen floor, peak too small to read a trend"
TET,2015,2018,2739,4.0,-0.3441,-0.0086,0.025,0.001316,not_assessed,"below the screen floor, peak too small to read a trend"
TEX,2019,2019,2085,2.0,nan,nan,nan,0.001482,too_short,"one observed year, no trend to read"
TFF,2015,2015,944,2.0,nan,nan,nan,0.001927,too_short,"one observed year, no trend to read"
TFN,2015,2019,69284,20.7,0.5678,0.405,0.713,0.000327,headroom,peak growing broadly in step with annual traffic
TFS,2015,2019,54360,25.6,0.3385,0.2781,0.822,0.000479,headroom,peak growing broadly in step with annual traffic
TGC,2015,2019,742,2.2,-0.1432,0.0968,-0.676,0.002956,not_assessed,"below the screen floor, peak too small to read a trend"
TGD,2015,2019,11711,5.1,0.3402,-0.0458,-0.135,0.000608,not_assessed,"below the screen floor, peak too small to read a trend"
TGG,2015,2019,11211,8.0,0.012,0.1484,nan,0.000722,not_assessed,"below the screen floor, peak too small to read a trend"
TGI,2015,2018,730,2.0,-0.0689,0.0,-0.0,0.00274,not_assessed,"below the screen floor, peak too small to read a trend"
TGM,2015,2016,2064,3.0,-0.1187,0.0,-0.0,0.001454,not_assessed,"below the screen floor, peak too small to read a trend"
TGO,2015,2019,12912,8.0,0.581,0.2606,0.449,0.000649,not_assessed,"below the screen floor, peak too small to read a trend"
TGT,2015,2018,6712,6.0,0.8603,-0.2344,-0.272,0.000894,not_assessed,"below the screen floor, peak too small to read a trend"
TGU,2015,2019,15114,5.8,-0.0251,-0.1792,7.142,0.000774,not_assessed,"below the screen floor, peak too small to read a trend"
TGZ,2015,2019,11920,6.6,0.1363,-0.1013,-0.743,0.000584,not_assessed,"below the screen floor, peak too small to read a trend"
THD,2015,2019,6410,4.1,0.7352,0.3766,0.512,0.000638,not_assessed,"below the screen floor, peak too small to read a trend"
THE,2015,2019,8684,4.0,-0.2163,-0.311,1.438,0.000501,not_assessed,"below the screen floor, peak too small to read a trend"
THL,2015,2019,5722,6.8,0.0612,-0.0357,-0.584,0.001163,not_assessed,"below the screen floor, peak too small to read a trend"
THQ,2015,2019,3827,3.0,1.3623,0.0,0.0,0.000779,not_assessed,"below the screen floor, peak too small to read a trend"
THR,2015,2019,95913,22.0,0.5037,-0.1638,-0.325,0.00027,tightening,"growth going into the shoulder hours, not the peak"
THS,2015,2019,1770,2.1,0.2123,-0.1008,-0.475,0.001175,not_assessed,"below the screen floor, peak too small to read a trend"
TIA,2015,2019,25119,9.7,0.3901,0.3149,0.807,0.000441,headroom,peak growing broadly in step with annual traffic
TIF,2015,2019,10923,4.2,0.1077,-0.0159,-0.148,0.000381,not_assessed,"below the screen floor, peak too small to read a trend"
TIH,2015,2019,1168,2.0,0.0447,0.0,0.0,0.001729,not_assessed,"below the screen floor, peak too small to read a trend"
TIJ,2015,2019,58479,17.5,0.4403,0.5586,1.269,0.00031,headroom,peak growing broadly in step with annual traffic
TIM,2015,2019,6931,5.5,0.4734,0.9059,1.914,0.000864,not_assessed,"below the screen floor, peak too small to read a trend"
TIN,2015,2018,1070,1.1,0.283,0.0914,0.323,0.001087,not_assessed,"below the screen floor, peak too small to read a trend"
TIP,2015,2017,4039,2.4,-0.2477,-0.3382,1.365,0.00059,not_assessed,"below the screen floor, peak too small to read a trend"
TIR,2015,2019,11320,5.0,1.3393,0.6667,0.498,0.000651,not_assessed,"below the screen floor, peak too small to read a trend"
TIU,2015,2019,1346,2.0,-0.351,0.0,-0.0,0.001486,not_assessed,"below the screen floor, peak too small to read a trend"
TIV,2015,2019,8958,7.8,0.2629,0.5685,2.162,0.000807,not_assessed,"below the screen floor, peak too small to read a trend"
TIZ,2015,2017,1016,2.0,-0.1165,-0.5,4.291,0.001924,not_assessed,"below the screen floor, peak too small to read a trend"
TJA,2015,2019,4626,4.0,-0.0004,-0.2381,nan,0.000848,not_assessed,"below the screen floor, peak too small to read a trend"
TJH,2019,2019,1454,1.0,nan,nan,nan,0.001498,too_short,"one observed year, no trend to read"
TJK,2015,2016,691,2.0,-0.1744,0.0,-0.0,0.003272,not_assessed,"below the screen floor, peak too small to read a trend"
TJL,2015,2018,930,1.1,-0.4667,-0.4711,1.009,0.00114,not_assessed,"below the screen floor, peak too small to read a trend"
TJM,2015,2019,21125,6.0,0.2903,-0.1409,-0.485,0.00042,tightening,"growth going into the shoulder hours, not the peak"
TJQ,2015,2019,10333,6.1,0.5234,0.5796,1.107,0.00068,not_assessed,"below the screen floor, peak too small to read a trend"
TJS,2015,2019,1146,2.0,0.0977,-0.3333,-3.412,0.001894,not_assessed,"below the screen floor, peak too small to read a trend"
TJU,2015,2019,851,1.1,-0.4648,-0.409,0.88,0.001605,not_assessed,"below the screen floor, peak too small to read a trend"
TKD,2015,2018,1540,2.0,-0.4254,-0.4268,1.003,0.0013,not_assessed,"below the screen floor, peak too small to read a trend"
TKE,2015,2019,1622,4.0,0.3688,0.9828,2.665,0.002075,not_assessed,"below the screen floor, peak too small to read a trend"
TKG,2015,2019,21092,7.5,0.8111,0.5717,0.705,0.00034,headroom,peak growing broadly in step with annual traffic
TKK,2015,2019,1238,2.0,0.4496,0.0,0.0,0.001863,not_assessed,"below the screen floor, peak too small to read a trend"
TKN,2015,2019,5165,4.1,0.1901,0.0281,0.148,0.000775,not_assessed,"below the screen floor, peak too small to read a trend"
TKQ,2015,2015,1439,3.0,nan,nan,nan,0.001767,too_short,"one observed year, no trend to read"
TKS,2015,2019,9578,4.2,-0.026,0.386,-14.828,0.000417,not_assessed,"below the screen floor, peak too small to read a trend"
TKU,2015,2019,8159,3.5,0.2984,-0.1012,-0.339,0.000801,not_assessed,"below the screen floor, peak too small to read a trend"
TLA,2015,2019,1352,2.0,-0.328,-0.0139,0.042,0.001479,not_assessed,"below the screen floor, peak too small to read a trend"
TLC,2015,2019,6263,3.4,-0.3929,-0.4222,1.074,0.000709,not_assessed,"below the screen floor, peak too small to read a trend"
TLE,2015,2018,981,2.0,0.1763,0.7419,4.209,0.002533,not_assessed,"below the screen floor, peak too small to read a trend"
TLH,2015,2019,15242,5.4,0.1399,0.1943,1.389,0.000421,not_assessed,"below the screen floor, peak too small to read a trend"
TLI,2017,2019,730,2.0,0.1128,0.0,0.0,0.00274,not_assessed,"below the screen floor, peak too small to read a trend"
TLK,2017,2019,2410,2.5,0.2985,0.25,0.838,0.000862,not_assessed,"below the screen floor, peak too small to read a trend"
TLL,2015,2019,36748,10.4,0.1785,-0.1848,-1.035,0.000399,tightening,"growth going into the shoulder hours, not the peak"
TLM,2015,2018,2141,3.1,-0.0088,0.652,nan,0.0014,not_assessed,"below the screen floor, peak too small to read a trend"
TLN,2015,2019,5622,3.2,0.0814,0.1607,1.975,0.000867,not_assessed,"below the screen floor, peak too small to read a trend"
TLQ,2018,2019,5875,3.3,0.9675,-0.3233,-0.334,0.000847,not_assessed,"below the screen floor, peak too small to read a trend"
TLS,2015,2019,81044,23.3,0.0901,0.1124,1.247,0.000295,headroom,peak growing broadly in step with annual traffic
TLT,2015,2019,2323,2.0,-0.3962,-0.3333,0.841,0.000635,not_assessed,"below the screen floor, peak too small to read a trend"
TLV,2015,2019,136524,33.8,0.495,0.5185,1.048,0.000255,headroom,peak growing broadly in step with annual traffic
TMC,2015,2019,3884,3.0,0.1615,-0.154,-0.953,0.000886,not_assessed,"below the screen floor, peak too small to read a trend"
TMF,2015,2015,904,2.0,nan,nan,nan,0.002212,too_short,"one observed year, no trend to read"
TMH,2019,2019,1456,2.0,nan,nan,nan,0.001374,too_short,"one observed year, no trend to read"
TMI,2015,2019,1379,3.0,-0.2106,0.0,-0.0,0.002607,not_assessed,"below the screen floor, peak too small to read a trend"
TMJ,2015,2019,897,2.0,-0.3174,1.0,-3.151,0.002249,not_assessed,"below the screen floor, peak too small to read a trend"
TML,2015,2018,2995,2.2,-0.3776,-0.2741,0.726,0.000727,not_assessed,"below the screen floor, peak too small to read a trend"
TMM,2015,2018,2417,2.6,-0.0183,0.5786,nan,0.001344,not_assessed,"below the screen floor, peak too small to read a trend"
TMP,2015,2019,4655,2.0,-0.1906,-0.6427,3.373,0.00108,not_assessed,"below the screen floor, peak too small to read a trend"
TMR,2015,2018,1804,1.8,0.1639,0.636,3.881,0.001492,not_assessed,"below the screen floor, peak too small to read a trend"
TMS,2015,2018,1176,1.0,-0.5584,-0.3333,0.597,0.001518,not_assessed,"below the screen floor, peak too small to read a trend"
TMU,2015,2019,6372,5.9,-0.2599,-0.161,0.619,0.00104,not_assessed,"below the screen floor, peak too small to read a trend"
TMW,2015,2019,5020,4.1,0.0861,0.011,0.128,0.000814,not_assessed,"below the screen floor, peak too small to read a trend"
TNA,2015,2019,128212,25.6,0.5961,0.229,0.384,0.000213,headroom,peak growing broadly in step with annual traffic
TNE,2015,2019,2640,2.3,0.133,0.0147,0.111,0.001142,not_assessed,"below the screen floor, peak too small to read a trend"
TNG,2015,2018,9394,5.9,0.3325,0.8117,2.441,0.000752,not_assessed,"below the screen floor, peak too small to read a trend"
TNH,2016,2019,1401,2.0,0.6718,0.0,0.0,0.001566,not_assessed,"below the screen floor, peak too small to read a trend"
TNJ,2015,2019,3869,2.1,0.7862,0.0736,0.094,0.000779,not_assessed,"below the screen floor, peak too small to read a trend"
TNK,2015,2019,2257,3.0,-0.3847,-0.5,1.3,0.001246,not_assessed,"below the screen floor, peak too small to read a trend"
TNN,2015,2019,5541,3.0,5.3253,2.0305,0.381,0.000771,not_assessed,"below the screen floor, peak too small to read a trend"
TNO,2015,2019,3255,3.0,-0.2907,-0.1941,0.668,0.001063,not_assessed,"below the screen floor, peak too small to read a trend"
TNR,2015,2018,12212,8.7,0.0745,0.7648,10.262,0.000566,not_assessed,"below the screen floor, peak too small to read a trend"
TOE,2015,2017,636,1.3,0.1398,-0.3654,-2.614,0.002069,not_assessed,"below the screen floor, peak too small to read a trend"
